from_station_id,to_station_id,total_time,total_distance,route_geometry,route_index
5,13,2032,7820,_dxznA~wjcfDyB@qKDeFwCyI@Ffb@Nx_@Pz^?dDk~@t@yHHeiAAaoAlBu^`@kn@l@qf@Z`@fuAb@j|Acg@n@mf@j@wg@Zif@t@kf@t@cVXiNN{A@qc@TuF?e_@LyA?{c@LePHmOJaZRmEAeG@eDB}u@p@g`@_D}E[aEC{`@X}q@v@}UZcZp@o]d@iRRaYX}WXaq@^gq@n@qp@n@gq@j@o}@`A{rAx@uoAhAuoA~@ioAlAuoA`Aao@h@otBtBcxBjCmzAtBi|BdAkwAn@gJWcDc@sBg@_C{AyAgCsBkGeEvBoEdCm`@jSu~@|e@wp@h]oC|Acs@r`@cB|@yx@l`@cR|JeKlF}VbNeDxBmWlN_pAzr@g[~OmsAvq@gk@nYaMjGcFfCoUnL{XnN{f@nW{b@`Ukc@hUaEvCqfAdh@kKtF{ShJa\|Oul@xZ_HxCcy@bb@qCrCaNlUuC`G}EjGsXrMyHvDa@R}f@jVs^zQgQvGgR|EwTzCVjd@l@nfA`@~}@Thk@Rpg@Vhe@Vfd@f@tjANbf@R|b@bIG
5,14,945,3718,_dxznA~wjcfDlw@Yfr@[t[a@nnAo@vpAeA|yAaBjSUlAhmDBxGBfH~@|yBf@fhBXd|@@zD`ArlDBrGTf~@DdQNrd@Ltc@`@b{A^zzAJtZ@~ER~s@@bDp@zmB`FEdMIjPMbKGp^[rdAaApd@w@zd@YrkAkAvu@{AvZSlOYxDo@ne@MjCz@jCOjn@[tq@UpNKLp^JnZD|HLl_@@tDHvU@lCP`e@DvKDnN@hBTl{@F~K
5,15,988,3934,_dxznA~wjcfDlw@Yfr@[t[a@nnAo@vpAeA|yAaBjSUlAhmDBxGBfH~@|yBf@fhBXd|@@zD`ArlDBrGTf~@DdQNrd@Ltc@`@b{A^zzAJtZ@~ER~s@@bDp@zmBf@v~@BhLRpXZlu@Ll{@H|g@bAngC?vAzFvElg@ba@xV`Sb`@bZ|V`SrWbTl_@~ZjLrJj^bZxHzGpm@Lvw@o@fZg@pF@|NKzBCnDCrBAtl@e@vDCfy@_Atf@g@
5,17,1550,5988,_dxznA~wjcfDyB@qKDeFwCyI@Ffb@Nx_@Pz^?dDk~@t@yHHeiAAaoAlBu^`@kn@l@qf@Z`@fuAb@j|Acg@n@mf@j@wg@Zif@t@kf@t@cVXiNN{A@qc@TuF?e_@LyA?{c@LePHmOJaZRmEAeG@eDB}u@p@_a@nEcKRy`@r@Lb\f@~w@@fITxkA@~D@jD^v`AB`DDzPBpEV~v@@nDBzEJdVKpEKxF@~JlBzk@@xFSfHIpCSnHJf\Lr_@BhI\f`BHlwA}d@bu@eSp^kBhDcCpEwcA|iBgo@`iAeOhWcFnJg_@~p@g]jl@}Udb@_V|c@ySr\aRb\yVnc@eUra@mL~Su@tAgLvSgDhGwHhNkFnJsl@lfAig@r}@kg@l}@oP`[e~@zaBwJnQqCrDiPhZ{k@~dAmo@fkAuiAfsBcNlVqSx^D~KRzp@t@`mA\rd@Lbe@Vl\^bn@TtjAHjR
5,16,1678,6485,_dxznA~wjcfDyB@qKDeFwCyI@Ffb@Nx_@Pz^?dDk~@t@yHHeiAAaoAlBu^`@kn@l@qf@Z`@fuAb@j|Acg@n@mf@j@wg@Zif@t@kf@t@cVXiNN{A@qc@TuF?e_@LyA?{c@LePHmOJaZRmEAeG@eDB}u@p@_a@nEcKRy`@r@Lb\f@~w@@fITxkA@~D@jD^v`AB`DDzPBpEV~v@@nDBzEJdVKpEKxF@~JlBzk@@xFSfHIpCSnHJf\Lr_@BhI\f`BHlwA}d@bu@eSp^kBhDcCpEwcA|iBgo@`iAeOhWcFnJg_@~p@g]jl@}Udb@_V|c@ySr\aRb\yVnc@eUra@mL~Su@tAgLvSgDhGwHhNkFnJsl@lfAig@r}@kg@l}@oP`[e~@zaBwJnQqCrDiPhZ{k@~dAmo@fkAuiAfsBcNlVqSx^ch@p_AaHjMgCxEq^zp@c_@~o@_Vrb@iV~b@a]jo@ue@n{@yJnQcBkG_LBcn@d@s[XoQNan@j@aRPwJH
5,19,943,3368,_dxznA~wjcfDyB@qKDeFwCyI@Ffb@Nx_@Pz^?dD?tWP~[Lx`@J|_@Hr]`@vx@DbZ@zCFj^Z~iADbNNd[FnYLpn@f@hlA`@r`BFrL@rGBlNDhWFjZ^|{ADfMVd}@D`NAtXLrSNf_@B|PJdm@BbJgA~MEzKIbPCxErDCvFAxd@[pKMrZYxQQ~b@c@`CEbEErBAfHIv^a@lRQbZShUSrWURvIp@~vARdj@FxM@lCBnFp@zd@Xdf@vBrGVdHPlZNn_@BpELpv@d@lv@DfFBzEd@|x@x@|}AVniADnR`@|w@Vzw@\hw@
5,21,778,2689,_dxznA~wjcfDyB@qKDeFwCyI@Ffb@Nx_@Pz^?dD?tWP~[Lx`@J|_@Hr]`@vx@DbZ@zCFj^Z~iADbNNd[FnYLpn@f@hlA`@r`BFrL@rGBlNDhWFjZ^|{ADfMVd}@D`NAtXLrSNf_@B|PJdm@BbJgA~MEzKqDlHmDrCeEbCuB@oAdBkMNmiAlAsPHkMFTla@Txe@P`d@R|b@Rdc@Npc@j@bhARxc@d@d{AP`d@mDF}hAjAFpM
5,20,,,
5,23,,,
5,22,828,2912,_dxznA~wjcfDyB@qKDeFwCyI@Ffb@Nx_@Pz^?dD?tWP~[Lx`@J|_@Hr]`@vx@DbZ@zCFj^Z~iADbNNd[FnYLpn@f@hlA`@r`BFrL@rGBlNDhWFjZ^|{ADfMVd}@D`NAtXLrSNf_@B|PJdm@BbJgA~MEzKIbPCxErDCvFAxd@[pKMrZYxQQ~b@c@`CEbEErBAfHIv^a@lRQbZShUSrWURvIp@~vARdj@FxM@lCBnFp@zd@Xdf@vBrGVdHPlZNn_@BpELpv@d@lv@DfFBzEd@|x@HdN
5,25,833,3016,_dxznA~wjcfDyB@qKDeFwCyI@s}@|@eHDkkAd@as@j@qOLuJFeYN}IDwJJw\Z}e@Rmh@f@_bAtA_EV_FZob@~@ke@Xq\`@oTNw[Jgg@r@_f@TsGwBaDc@qECmKNw_@p@}FJmFJuo@lAmERi[ZkEtEgj@^}C{@mE_AcRTyWT{k@^{DAoDJqQNiSNcDL}D?qk@Teq@\{p@|@eq@n@sq@Hy|@hBct@d@KqlAAkF_@}o@CiE_@weAPyh@IeHSea@
5,24,,,
5,27,1341,5010,_dxznA~wjcfDyB@qKDeFwCyI@s}@|@eHDkkAd@as@j@qOLuJFeYN}IDwJJw\Z}e@Rmh@f@_bAtA_EV_FZob@~@j@z`B?dDEhi@AfOCd[Er|Ad@vzAF~zAmg@Z{e@f@gf@`@cTLaJDwFDsf@h@s{@XcD@mFNaDjB}BrA{XdV_RjPeFpEkDzCeCxBuQpO{FhFYN_DdByD|A}Cv@sDf@gERoECsMHgj@`@n@t|A@fE_CjBsh@va@eD|BuDzCyh@h`@uX`ScWxQuq@`i@_BlAcRrNgBBiRT{CD?hFLvjA@pA?vBoD?yCBg^ZmCBmCByDDuf@f@{CDwt@|@wFqBcqAvB{cBnCaz@hAwBB_DHgw@tA_DFaC?}dApBcaAp@ceAfA}LLevAfA}cA|@_`BvA}BBmDD{y@hA
5,26,753,2644,_dxznA~wjcfDyB@qKDeFwCQkn@EuHA{AGwNOoWW}q@c@_u@kDuHqCiG_IiMmDuEcEgEcEcDmEmCuF_CcF{AeEs@gAKyD]XsMUsm@?cJAuf@GaP]oLiAoIuAeCkB_DaBuAeCgAcEFcA@}KHeEBoNJ{SPkCB}CBwEDkA@q_Av@cFHuFb@eSv@qB@ag@^kPLuf@^iMJgGDsFNeFoDsOd@eHSi\_CyQkAqPgAyFYmJ[uJJ{RPwr@IyEHsHxBuD@yuAZgC@yu@PoD@gB?mODcGAu_@EcDGeCAuCkEky@}G_LOuJHeETuCRcEe@mk@kFeR{@}Lc@_EIM}LMmUi@u~@Ywy@IyU
5,29,1331,5098,_dxznA~wjcfDyB@qKDeFwCyI@Ffb@Nx_@Pz^?dDk~@t@yHHeiAAaoAlBu^`@kn@l@qf@Z`@fuAb@j|Acg@n@mf@j@wg@Zif@t@kf@t@cVXiNN{A@qc@TuF?e_@LyA?{c@LePHmOJaZRmEAeG@eDB}u@p@_a@nEcKRy`@r@Lb\f@~w@@fITxkA@~D@jD^v`AB`DDzPBpEV~v@@nDBzEJdVKpEKxF@~JlBzk@@xFSfHIpCSnHJf\Lr_@BhI\f`BHlwA}d@bu@eSp^kBhDcCpEwcA|iBgo@`iAeOhWcFnJg_@~p@g]jl@}Udb@_V|c@ySr\aRb\yVnc@eUra@mL~Su@tAgLvSgDhGwHhNkFnJsl@lfAig@r}@kg@l}@oP`[e~@zaBwJnQqCrDbAx~Ao[Ra[T
